//X	Y	Z	Scalar field
4157053.41500092	671355.87139893	4774769.38999939	671916672.000000
4157053.36299896	671355.75889969	4774769.46299744	672116800.000000
4157053.26800156	671355.63919830	4774769.53600311	672316672.000000
4157053.20899963	671355.51060104	4774769.63200378	672516736.000000
4157053.10200119	671355.37429810	4774769.69000244	672716736.000000
4157053.02500153	671355.24269867	4774769.74800110	672916672.000000
4157052.93199921	671355.07880020	4774769.79799652	673116736.000000
4157052.84400177	671354.92309952	4774769.85700226	673316800.000000
4157052.78900146	671354.73559952	4774769.93000031	673516736.000000
4157052.70700073	671354.54370117	4774769.98799896	673716736.000000
4157052.61999893	671354.32109833	4774770.06800079	673916672.000000
4157052.56600189	671354.08900070	4774770.13400269	674116736.000000
4157052.49499893	671353.87659836	4774770.18499756	674316736.000000
4157052.42499924	671353.64189911	4774770.26499939	674516736.000000
4157052.35499954	671353.42229843	4774770.31600189	674716672.000000
4157052.27999878	671353.18679810	4774770.37400055	674916736.000000
4157052.21599960	671352.96789932	4774770.44699860	675116672.000000
4157052.13600159	671352.74670029	4774770.51999664	675316672.000000
4157052.06800079	671352.54199982	4774770.60800171	675516736.000000
4157051.99599838	671352.31460190	4774770.68800354	675716736.000000
4157051.92599869	671352.08739853	4774770.75399780	675916672.000000
4157051.86800003	671351.86959839	4774770.83399963	676116672.000000
4157051.79000092	671351.64099884	4774770.90699768	676316736.000000
4157051.76699829	671351.41400146	4774771.02500153	676516736.000000
4157051.71699905	671351.21969986	4774771.13600159	676716672.000000
4157051.66099930	671351.01720047	4774771.23899841	676916736.000000
4157051.59700012	671350.79100037	4774771.37899780	677116672.000000
4157051.54700089	671350.60430145	4774771.47399902	677316736.000000
4157051.50500107	671350.43370056	4774771.54799652	677516672.000000
4157051.45500183	671350.26179886	4774771.62899780	677716672.000000
4157051.38700104	671350.06470108	4774771.70200348	677916736.000000
4157051.33700180	671349.89279938	4774771.78299713	678116736.000000
4157051.28300095	671349.74259949	4774771.86299896	678316672.000000
4157051.21699905	671349.58309937	4774771.92900085	678516736.000000
4157051.21599960	671349.41920090	4774772.03299713	678716672.000000
4157051.18899918	671349.25099945	4774772.10700226	678916672.000000
4157051.19400024	671349.06579971	4774772.18099976	679116672.000000
4157051.16899872	671348.89789963	4774772.23899841	679316736.000000
4157051.15399933	671348.74660110	4774772.31300354	679516800.000000
4157051.13999939	671348.57300186	4774772.34999847	679716672.000000
4157051.14599991	671348.39540100	4774772.40899658	679916736.000000
4157051.20899963	671348.24929810	4774772.52100372	680116672.000000
4157051.17499924	671348.06499863	4774772.55000305	680316672.000000
4157051.15900040	671347.87639999	4774772.61699677	680516800.000000
4157051.17699814	671347.67829895	4774772.66799927	680716672.000000
4157051.17800140	671347.48479843	4774772.73500061	680916736.000000
4157051.22000122	671347.28310013	4774772.84700012	681116672.000000
4157051.16899872	671347.10380173	4774772.87500000	681316672.000000
4157051.16600037	671346.90969849	4774772.97200012	681516800.000000
4157051.14899826	671346.76549911	4774772.99299622	681716672.000000
4157051.18399811	671346.62220001	4774773.02300262	681916672.000000
4157051.23899841	671346.49710083	4774773.04599762	682116736.000000
4157051.25999832	671346.35900116	4774773.06099701	682316672.000000
4157051.24399948	671346.20759964	4774773.01599884	682516736.000000
4157051.27899933	671346.07180023	4774773.03099823	682716736.000000
4157051.24100113	671345.89440155	4774773.02200317	682916800.000000
4157051.26200104	671345.71160126	4774773.02999878	683116736.000000
4157051.23099899	671345.51319885	4774773.04399872	683316672.000000
4157051.25000000	671345.32260132	4774773.08100128	683516800.000000
4157051.25999832	671345.10839844	4774773.15499878	683716672.000000
4157051.24100113	671344.85210037	4774773.22100067	683916672.000000
4157051.20899963	671344.60879898	4774773.24199677	684116800.000000
4157051.22200012	671344.35779953	4774773.27899933	684316672.000000
4157051.23099899	671344.11360168	4774773.34600067	684516800.000000
4157051.29100037	671343.90739822	4774773.37599945	684716672.000000
4157051.33900070	671343.71409988	4774773.36100006	684916672.000000
4157051.36000061	671343.55369949	4774773.33899689	685116736.000000
4157051.35900116	671343.38980103	4774773.37599945	685316672.000000
4157051.38899994	671343.23830032	4774773.33100128	685516800.000000
4157051.48600006	671343.06779861	4774773.32499695	685716736.000000
4157051.62799835	671342.88230133	4774773.21499634	685916672.000000
4157051.76499939	671342.71820068	4774773.11900330	686116736.000000
4157051.91999817	671342.57210159	4774773.03199768	686316736.000000
4157052.02199936	671342.40250015	4774772.91400146	686516736.000000
4157052.17100143	671342.27759933	4774772.85600281	686716672.000000
4157052.27299881	671342.13779831	4774772.76000214	686916672.000000
4157052.42900085	671342.02149963	4774772.69499969	687116736.000000
4157052.56900024	671341.88779831	4774772.59200287	687316672.000000
4157052.66299820	671341.70190048	4774772.44499969	687516800.000000
4157052.80599976	671341.50910187	4774772.33399963	687716736.000000
4157052.88499832	671341.30599976	4774772.20099640	687916672.000000
4157052.97000122	671341.05910110	4774772.08300018	688116672.000000
4157053.02899933	671340.82300186	4774771.97100067	688316736.000000
4157053.12099838	671340.57740021	4774771.91300201	688516800.000000
4157053.19900131	671340.33689880	4774771.83899689	688716736.000000
4157053.28900146	671340.12060165	4774771.69799805	688916672.000000
4157053.42499924	671339.92670059	4774771.64700317	689116672.000000
4157053.53499985	671339.74340057	4774771.55200195	689316736.000000
4157053.60900116	671339.55440140	4774771.50000000	689516672.000000
4157053.67599869	671339.34189987	4774771.41899872	689716672.000000
4157053.76300049	671339.18460083	4774771.35299683	689916736.000000
4157053.81100082	671339.01369858	4774771.30799866	690116672.000000
4157053.85599899	671338.83480072	4774771.24199677	690316672.000000
4157053.88499832	671338.65349960	4774771.17500305	690516736.000000
4157053.92100143	671338.46569824	4774771.12999725	690716736.000000
4157053.99499893	671338.26919937	4774771.09400177	690916672.000000
4157054.04899979	671338.03969955	4774771.07900238	691136704.000000
4157054.11100006	671337.82630157	4774771.04199982	691336704.000000
4157054.15999985	671337.62590027	4774771.02700043	691536704.000000
4157054.15999985	671337.40990067	4774771.00499725	691736768.000000
4157054.21099854	671337.20970154	4774770.97499847	691936704.000000
4157054.26300049	671337.02460098	4774770.91600037	692136768.000000
4157054.31999969	671336.84019852	4774770.87899780	692336704.000000
4157054.40599823	671336.69020081	4774770.81300354	692536704.000000
4157054.45500183	671336.51210022	4774770.76899719	692736768.000000
4157054.52600098	671336.34489822	4774770.71700287	692936704.000000
4157054.56900024	671336.17319870	4774770.65000153	693136704.000000
4157054.60800171	671335.99330139	4774770.57599640	693336768.000000
4157054.67300034	671335.78799820	4774770.49500275	693536704.000000
4157054.76399994	671335.59420013	4774770.44300079	693736768.000000
4157054.83399963	671335.41199875	4774770.35500336	693936704.000000
4157054.90700150	671335.23009872	4774770.25099945	694136640.000000
4157055.00699997	671335.05270004	4774770.16300201	694336704.000000
4157055.14199829	671334.87360001	4774770.09700012	694536704.000000
4157055.28099823	671334.70980072	4774769.98699951	694736768.000000
4157055.40100098	671334.55059814	4774769.89199829	694936704.000000
4157055.50500107	671334.39609909	4774769.74400330	695136704.000000
4157055.60699844	671334.22650146	4774769.62599945	695336704.000000
4157055.70500183	671334.06370163	4774769.47100067	695536704.000000
4157055.80400085	671333.88610077	4774769.33000183	695736768.000000
4157055.90499878	671333.71630096	4774769.22699738	695916736.000000
4157055.97000122	671333.54809952	4774769.10099792	696136640.000000
4157056.05599976	671333.37590027	4774768.99800110	696336768.000000
4157056.14099884	671333.19609833	4774768.90899658	696536704.000000
4157056.22299957	671333.00830078	4774768.79799652	696736768.000000
4157056.31800079	671332.80780029	4774768.71700287	696936768.000000
4157056.40000153	671332.61989975	4774768.60700226	697136704.000000
4157056.52299881	671332.42390060	4774768.54100037	697316672.000000
4157056.62500000	671332.23199844	4774768.45300293	697536768.000000
4157056.74100113	671332.04219818	4774768.37899780	697736768.000000
4157056.84500122	671331.88030052	4774768.29799652	697936704.000000
4157056.95700073	671331.69750023	4774768.23999786	698136704.000000
4157057.07300186	671331.50769997	4774768.16699982	698316672.000000
4157057.19800186	671331.34930038	4774768.09400177	698536704.000000
4157057.30799866	671331.18090057	4774768.03500366	698736768.000000
4157057.39599991	671331.01639938	4774767.96900177	698936704.000000
4157057.48799896	671330.86750031	4774767.91000366	699136704.000000
4157057.62300110	671330.71809959	4774767.86699677	699336704.000000
4157057.76100159	671330.56159973	4774767.75700378	699536704.000000
4157057.87099838	671330.39340019	4774767.63200378	699736768.000000
4157058.02399826	671330.25429916	4774767.55899811	699936704.000000
4157058.11700058	671330.09810066	4774767.43399811	700136704.000000
4157058.24000168	671329.94680023	4774767.30799866	700336640.000000
4157058.37900162	671329.79050064	4774767.18299866	700536704.000000
4157058.47200012	671329.61940002	4774767.02100372	700736768.000000
4157058.61199951	671329.49309921	4774766.85099792	700936704.000000
4157058.75500107	671329.37470055	4774766.70400238	701136768.000000
4157058.92200089	671329.29000092	4774766.50499725	701336704.000000
4157059.09199905	671329.23550034	4774766.36599731	701536704.000000
4157059.26499939	671329.19659996	4774766.23400116	701736768.000000
4157059.43999863	671329.17270088	4774766.13999939	701936640.000000
4157059.57799911	671329.16519928	4774766.07499695	702136704.000000
4157059.70100021	671329.17009926	4774765.99400330	702336704.000000
4157059.85499954	671329.23220062	4774765.89199829	702536704.000000
4157060.02099991	671329.30369949	4774765.80500031	702736768.000000
4157060.16899872	671329.37229919	4774765.68099976	702936704.000000
4157060.30899811	671329.46940041	4774765.51899719	703136704.000000
4157060.46500015	671329.59869957	4774765.37999725	703336704.000000
4157060.59799957	671329.73940086	4774765.21900177	703536768.000000
4157060.74300003	671329.90419960	4774765.05699921	703736768.000000
4157060.88600159	671330.01670074	4774764.85099792	703936704.000000
4157061.03799820	671330.14550018	4774764.67500305	704136768.000000
4157061.18099976	671330.28019905	4774764.50599670	704316736.000000
4157061.38700104	671330.38789940	4774764.35299683	704536704.000000
4157061.57099915	671330.48469925	4774764.20700073	704736832.000000
4157061.70399857	671330.56570053	4774764.06700134	704936704.000000
4157061.87099838	671330.65220070	4774763.95000076	705136704.000000
4157062.00400162	671330.74069977	4774763.79600143	705336704.000000
4157062.15000153	671330.84620094	4774763.64199829	705536704.000000
4157062.31700134	671330.94750023	4774763.51100159	705716736.000000
4157062.49100113	671331.04260063	4774763.38700104	705936704.000000
4157062.65900040	671331.16650009	4774763.27700043	706136704.000000
4157062.82699966	671331.26810074	4774763.13100052	706336768.000000
4157062.98300171	671331.39010048	4774762.99200058	706536704.000000
4157063.13199997	671331.49609947	4774762.87500000	706736768.000000
4157063.23300171	671331.58679962	4774762.73500061	706936768.000000
4157063.34099960	671331.69370079	4774762.57300186	707136768.000000
4157063.48699951	671331.82889938	4774762.44200134	707336704.000000
4157063.60599899	671331.90760040	4774762.23500061	707536704.000000
4157063.73600006	671332.04019928	4774762.05099869	707736832.000000
4157063.85800171	671332.13449860	4774761.85200119	707936704.000000
4157063.98300171	671332.25880051	4774761.66099930	708136704.000000
4157064.09100342	671332.38800049	4774761.46900177	708316672.000000
4157064.20999908	671332.49649811	4774761.28499985	708536704.000000
4157064.30200195	671332.62300110	4774761.10800171	708736768.000000
4157064.43000031	671332.73310089	4774760.96799850	708936704.000000
4157064.49500275	671332.87009811	4774760.81299973	709136704.000000
4157064.58899689	671333.00439835	4774760.67300034	709316736.000000
4157064.66000366	671333.14250183	4774760.52600098	709536704.000000
4157064.79000092	671333.30490112	4774760.36399841	709736768.000000
4157064.87799835	671333.44570160	4774760.20199966	709936704.000000
4157064.98400116	671333.56700134	4774760.04000092	710136704.000000
4157065.08499908	671333.72470093	4774759.87799835	710316672.000000
4157065.19599915	671333.81700134	4774759.71599960	710536768.000000
4157065.29199982	671333.91450119	4774759.60599899	710736768.000000
4157065.40399933	671334.00709915	4774759.42900085	710936704.000000
4157065.54699707	671334.08969879	4774759.26800156	711136704.000000
4157065.65599823	671334.18180084	4774759.11999893	711316736.000000
4157065.79299927	671334.27080154	4774759.00299835	711536704.000000
4157065.92600250	671334.35940170	4774758.84899902	711736768.000000
4157066.04799652	671334.46829987	4774758.70199966	711936768.000000
4157066.17299652	671334.55550003	4774758.55500031	712136704.000000
4157066.26499939	671334.64490128	4774758.42300034	712336704.000000
4157066.35800171	671334.73440170	4774758.29000092	712536768.000000
4157066.45800018	671334.84730148	4774758.18799973	712736768.000000
4157066.54599762	671335.01039886	4774758.06299973	712936704.000000
4157066.63999939	671335.17440033	4774757.94499969	713136704.000000
4157066.73600006	671335.36859894	4774757.83499908	713336704.000000
4157066.83000183	671335.54759979	4774757.75500107	713536768.000000
4157066.89199829	671335.75120163	4774757.65999985	713736768.000000
4157066.99600220	671335.93909836	4774757.55699921	713936704.000000
4157067.06400299	671336.14379883	4774757.46900177	714136768.000000
4157067.13200378	671336.36320114	4774757.36600113	714336704.000000
4157067.14099884	671336.59540176	4774757.29999924	714536704.000000
4157067.17400360	671336.83150101	4774757.21200180	714736768.000000
4157067.18699646	671337.06449890	4774757.16799927	714936704.000000
4157067.20300293	671337.29040146	4774757.10900116	715136704.000000
4157067.21700287	671337.54570007	4774757.03499985	715336704.000000
4157067.20899963	671337.78269958	4774756.96900177	715536768.000000
4157067.21499634	671338.02930069	4774756.90200043	715736768.000000
4157067.23000336	671338.27730179	4774756.82899857	715916672.000000
4157067.23000336	671338.50820160	4774756.77000046	716136768.000000
4157067.22599792	671338.75320053	4774756.72600174	716336704.000000
4157067.20500183	671339.02519989	4774756.66600037	716536768.000000
4157067.17400360	671339.28829956	4774756.62900162	716736768.000000
4157067.16500092	671339.55479813	4774756.59999847	716916672.000000
4157067.11100006	671339.83639908	4774756.60699844	717136768.000000
4157067.08999634	671340.12340164	4774756.58499908	717316672.000000
4157067.03299713	671340.39699936	4774756.56999969	717536704.000000
4157066.98000336	671340.67139816	4774756.57799911	717736832.000000
4157066.90399933	671340.94200134	4774756.59199905	717936704.000000
4157066.85199738	671341.17929840	4774756.64400101	718136704.000000
4157066.78099823	671341.39860153	4774756.68799973	718336768.000000
4157066.77600098	671341.60620117	4774756.70299911	718536704.000000
4157066.73100281	671341.80749893	4774756.74000168	718716672.000000
4157066.70300293	671342.06349945	4774756.75600052	718936704.000000
4157066.67199707	671342.30419922	4774756.81499863	719136704.000000
4157066.61199951	671342.51789856	4774756.83700180	719336704.000000
4157066.57099915	671342.74950027	4774756.86700058	719536704.000000
4157066.52999878	671342.97349930	4774756.91099930	719736768.000000
4157066.51300049	671343.23889923	4774756.94100189	719936704.000000
4157066.48000336	671343.51649857	4774756.97100067	720136704.000000
4157066.43099976	671343.76910019	4774756.97900009	720336704.000000
4157066.40499878	671344.03290176	4774756.96400070	720536704.000000
4157066.40699768	671344.26399994	4774756.95700073	720736768.000000
4157066.37400055	671344.48939896	4774756.92699814	720936704.000000
4157066.41200256	671344.71149826	4774756.94300079	721136704.000000
4157066.45899963	671344.91260147	4774756.91400146	721336704.000000
4157066.53299713	671345.08840179	4774756.87900162	721536704.000000
4157066.66200256	671345.23569870	4774756.81399918	721736768.000000
4157066.79299927	671345.33140182	4774756.72600174	721936704.000000
4157066.93599701	671345.39920044	4774756.64599991	722136704.000000
4157067.07499695	671345.42910004	4774756.52199936	722336704.000000
4157067.23200226	671345.43209839	4774756.41199875	722536704.000000
4157067.38600159	671345.38990021	4774756.32500076	722736768.000000
4157067.50700378	671345.28290176	4774756.22200012	722936704.000000
4157067.63700104	671345.19969940	4774756.13399887	723136704.000000
4157067.74800110	671345.06119919	4774756.03099823	723336704.000000
4157067.89800262	671344.95899963	4774755.92900085	723536704.000000
4157068.02500153	671344.82320023	4774755.81100082	723736832.000000
4157068.21399689	671344.75680161	4774755.72399902	723936704.000000
4157068.38400269	671344.66519928	4774755.63000107	724136704.000000
4157068.57499695	671344.58430099	4774755.54299927	724336640.000000
4157068.73600006	671344.48379898	4774755.47000122	724536704.000000
4157068.91100311	671344.39300156	4774755.39799881	724736768.000000
4157069.05000305	671344.29629898	4774755.31800079	724936704.000000
4157069.18199921	671344.18349838	4774755.25999832	725136704.000000
4157069.31800079	671344.09389877	4774755.19400024	725336704.000000
4157069.46800232	671343.96920013	4774755.12200165	725536704.000000
4157069.65299988	671343.87250137	4774755.04199982	725736768.000000
4157069.79499817	671343.75410080	4774754.96200180	725936640.000000
4157069.94999695	671343.64500046	4774754.89699936	726136704.000000
4157070.09500122	671343.51959991	4774754.80199814	726336704.000000
4157070.25599670	671343.41159821	4774754.74399948	726536768.000000
4157070.42500305	671343.28990173	4774754.64199829	726736768.000000
4157070.59500122	671343.17599869	4774754.57699966	726936704.000000
4157070.76100159	671343.10589981	4774754.49700165	727136704.000000
4157070.92199707	671343.02019882	4774754.40999985	727336768.000000
4157071.08399963	671342.95709991	4774754.34500122	727536704.000000
4157071.21900177	671342.88219833	4774754.26399994	727736768.000000
4157071.36199951	671342.81589890	4774754.17699814	727936704.000000
4157071.50199890	671342.75659943	4774754.10400009	728136704.000000
4157071.63200378	671342.67340088	4774754.01599884	728336704.000000
4157071.78700256	671342.59420013	4774753.90700150	728536704.000000
4157071.96499634	671342.49639893	4774753.81900024	728736768.000000
4157072.10099792	671342.39929962	4774753.70199966	728936704.000000
4157072.27300262	671342.30039978	4774753.60699844	729136704.000000
4157072.43000031	671342.17689896	4774753.47499847	729336640.000000
4157072.57800293	671342.05939865	4774753.34999847	729536704.000000
4157072.70500183	671341.91600037	4774753.24800110	729736768.000000
4157072.82399750	671341.80870056	4774753.15999985	729936704.000000
4157072.93800354	671341.67829895	4774753.07899857	730136704.000000
4157073.02700043	671341.55860138	4774753.00600052	730336640.000000
4157073.10800171	671341.39310074	4774752.93199921	730536704.000000
4157073.20500183	671341.22259903	4774752.85900116	730736768.000000
4157073.28900146	671341.06489944	4774752.75500107	730936704.000000
4157073.36900330	671340.89179993	4774752.69599915	731136704.000000
4157073.45500183	671340.71950150	4774752.59299850	731336640.000000
4157073.58399963	671340.55410004	4774752.50500107	731536704.000000
4157073.69499969	671340.37110138	4774752.39500046	731736768.000000
4157073.86599731	671340.17530060	4774752.24800110	731936704.000000
4157074.03800201	671339.97990036	4774752.08599854	732136704.000000
4157074.19200134	671339.77389908	4774751.96799850	732336704.000000
4157074.30799866	671339.59159851	4774751.88000107	732536704.000000
4157074.41000366	671339.39970016	4774751.79199982	732736768.000000
4157074.51200104	671339.20019913	4774751.71799850	732936704.000000
4157074.62999725	671339.03319931	4774751.65299988	733136704.000000
4157074.71800232	671338.86869812	4774751.58700180	733336704.000000
4157074.83699799	671338.70930099	4774751.50600052	733536704.000000
4157074.96399689	671338.52880096	4774751.44800186	733736768.000000
4157075.12000275	671338.36050034	4774751.32300186	733936704.000000
4157075.29900360	671338.16600037	4774751.16899872	734136704.000000
4157075.44799805	671338.00389862	4774751.03599930	734336640.000000
4157075.59400177	671337.84140015	4774750.91899872	734536704.000000
4157075.71299744	671337.65219879	4774750.81600189	734736768.000000
4157075.83499908	671337.48580170	4774750.72000122	734936704.000000
4157075.93099976	671337.27050018	4774750.65399933	735136704.000000
4157076.01499939	671337.07559967	4774750.59500122	735336704.000000
4157076.05999756	671336.82979965	4774750.55099869	735536704.000000
4157076.12699890	671336.61709976	4774750.53599930	735736832.000000
4157076.12599945	671336.39369965	4774750.52899933	735936704.000000
4157076.15399933	671336.17490005	4774750.52099991	736136768.000000
4157076.16999817	671335.93180084	4774750.52799988	736336704.000000
4157076.17199707	671335.70880127	4774750.55699921	736536704.000000
4157076.19000244	671335.49570084	4774750.57199860	736736768.000000
4157076.19599915	671335.26599884	4774750.57199860	736936704.000000
4157076.19999695	671335.05810165	4774750.57099915	737136704.000000
4157076.18099976	671334.83169937	4774750.59299850	737336704.000000
4157076.14299774	671334.61709976	4774750.62900162	737536704.000000
4157076.13400269	671334.40729904	4774750.66600037	737736768.000000
4157076.09999847	671334.17850113	4774750.68700027	737936704.000000
4157076.05400085	671333.96250153	4774750.73099899	738136704.000000
4157076.04100037	671333.72959900	4774750.77500153	738336704.000000
4157075.99099731	671333.48329926	4774750.82600021	738536704.000000
4157075.96900177	671333.24909973	4774750.87699890	738736768.000000
4157075.91799927	671333.01010132	4774750.92800140	738936704.000000
4157075.86900330	671332.76380157	4774750.97900009	739136704.000000
4157075.83300018	671332.51990128	4774751.02999878	739336704.000000
4157075.76599884	671332.28570175	4774751.08100128	739536704.000000
4157075.72599792	671332.03350067	4774751.12400055	739736768.000000
4157075.69799805	671331.79820061	4774751.16799927	739936704.000000
4157075.68499756	671331.55050087	4774751.22700119	740136704.000000
4157075.66300201	671331.33099937	4774751.26300049	740336704.000000
4157075.61799622	671331.12269974	4774751.29199982	740536704.000000
4157075.60199738	671330.90430069	4774751.33599854	740736768.000000
4157075.54199982	671330.67110062	4774751.39400101	740936704.000000
4157075.50199890	671330.43390083	4774751.47499847	741136704.000000
4157075.44100189	671330.20079994	4774751.53300095	741336704.000000
4157075.37400055	671329.98889923	4774751.62099838	741536704.000000
4157075.31800079	671329.75659943	4774751.70199966	741736768.000000
4157075.26999664	671329.54030037	4774751.82699966	741936704.000000
4157075.19899750	671329.29809952	4774751.92200089	742136704.000000
4157075.11199951	671329.06819916	4774752.00299835	742336704.000000
4157075.00499725	671328.84250069	4774752.06000137	742536704.000000
4157074.88600159	671328.61479950	4774752.15499878	742736768.000000
4157074.83599854	671328.43540001	4774752.25099945	742936704.000000
4157074.79699707	671328.24300003	4774752.32400131	743136704.000000
4157074.75700378	671328.10250092	4774752.40499878	743316736.000000
4157074.72200012	671327.94809914	4774752.45600128	743536704.000000
4157074.68299866	671327.79280090	4774752.55199814	743736768.000000
4157074.62200165	671327.63409996	4774752.63999939	743936704.000000
4157074.54799652	671327.50300026	4774752.73600006	744136704.000000
4157074.48999786	671327.36709976	4774752.83100128	744316672.000000
4157074.42199707	671327.24440002	4774752.93399811	744536704.000000
4157074.33999634	671327.14929962	4774753.04499817	744736832.000000
4157074.23500061	671327.05780029	4774753.16199875	744936704.000000
4157074.10199738	671326.97680092	4774753.30199814	745116672.000000
4157073.98799896	671326.93610001	4774753.41899872	745336704.000000
4157073.85299683	671326.92180061	4774753.55099869	745536704.000000
4157073.68900299	671326.88780022	4774753.69800186	745716672.000000
4157073.54100037	671326.88640022	4774753.85200119	745916672.000000
4157073.39299774	671326.86240005	4774753.98400116	746136704.000000
4157073.21900177	671326.83429909	4774754.13800049	746336704.000000
4157073.08999634	671326.78370094	4774754.27000046	746536704.000000
4157072.93800354	671326.72929955	4774754.40900040	746736768.000000
4157072.82499695	671326.67379951	4774754.54100037	746936704.000000
4157072.69100189	671326.62240028	4774754.65100098	747136704.000000
4157072.56199646	671326.57929993	4774754.76800156	747336704.000000
4157072.41600037	671326.54829979	4774754.88499832	747536704.000000
4157072.25800323	671326.54500008	4774755.00999832	747736768.000000
4157072.14600372	671326.54190063	4774755.11999893	747936640.000000
4157072.03299713	671326.56089973	4774755.21500015	748136704.000000
4157071.91300201	671326.58620071	4774755.35499954	748336704.000000
4157071.81900024	671326.62310028	4774755.45800018	748536704.000000
4157071.71600342	671326.70319939	4774755.57600021	748736768.000000
4157071.60199738	671326.79660034	4774755.70100021	748916672.000000
4157071.49800110	671326.92849922	4774755.82600021	749136704.000000
4157071.39900208	671327.04660034	4774755.92200089	749316672.000000
4157071.30200195	671327.20219994	4774756.00999832	749536704.000000
4157071.22899628	671327.36160088	4774756.09099960	749736768.000000
4157071.16899872	671327.53059959	4774756.17300034	749936704.000000
4157071.07099915	671327.71579933	4774756.23199844	750136640.000000
4157070.96499634	671327.87730026	4774756.32699966	750336704.000000
4157070.85600281	671328.06819916	4774756.40800095	750536704.000000
4157070.73799896	671328.26499939	4774756.49599838	750736768.000000
4157070.60700226	671328.43740082	4774756.59899902	750936704.000000
4157070.49199677	671328.63470078	4774756.65700150	751136704.000000
4157070.33699799	671328.78840065	4774756.72999954	751336704.000000
4157070.20800018	671328.96850014	4774756.80300140	751536704.000000
4157070.07099915	671329.15489960	4774756.86899948	751716736.000000
4157069.94999695	671329.31410027	4774756.96400070	751936704.000000
4157069.85800171	671329.45549965	4774757.03799820	752136704.000000
4157069.73999786	671329.60020065	4774757.13299942	752336704.000000
4157069.64600372	671329.72649956	4774757.23600006	752536704.000000
4157069.51000214	671329.84600067	4774757.32400131	752736768.000000
4157069.35299683	671329.99180031	4774757.42599869	752936704.000000
4157069.22799683	671330.12059975	4774757.52899933	753136704.000000
4157069.11100006	671330.25799942	4774757.62500000	753336704.000000
4157068.97699738	671330.39279938	4774757.73500061	753536704.000000
4157068.87100220	671330.54680061	4774757.84500122	753736768.000000
4157068.79000092	671330.67519951	4774757.96300125	753916672.000000
4157068.69100189	671330.83779907	4774758.06700134	754136704.000000
4157068.58300018	671330.99909973	4774758.17699814	754336640.000000
4157068.49099731	671331.15550041	4774758.28799820	754536704.000000
4157068.39299774	671331.32570076	4774758.37599945	754736832.000000
4157068.26200104	671331.53540039	4774758.48600006	754916672.000000
4157068.19400024	671331.65089989	4774758.58200073	755136704.000000
4157068.10399628	671331.77779961	4774758.65599823	755336704.000000
4157068.01000214	671331.88179970	4774758.78900146	755536704.000000
4157067.97100067	671331.96479988	4774758.87799835	755736768.000000
4157067.89199829	671332.06370163	4774758.95899963	755936704.000000
4157067.85700226	671332.16230011	4774759.05500031	756136704.000000
4157067.76999664	671332.29719925	4774759.15100098	756316672.000000
4157067.67800140	671332.44609833	4774759.27700043	756536704.000000
4157067.57700348	671332.61589813	4774759.38000107	756736768.000000
4157067.45200348	671332.80419922	4774759.59400177	756936704.000000
4157067.30100250	671333.01060104	4774759.81600189	757136704.000000
4157067.13099670	671333.21379852	4774760.01499939	757316672.000000
4157066.96399689	671333.43259811	4774760.22100067	757536704.000000
4157066.76399994	671333.63859940	4774760.40499878	757736768.000000
4157066.60399628	671333.84339905	4774760.58200073	757936704.000000
4157066.41100311	671334.02819824	4774760.73600006	758136704.000000
4157066.24900055	671334.23279953	4774760.92800140	758336704.000000
4157066.06600189	671334.39680099	4774761.08900070	758536704.000000
4157065.89600372	671334.58530045	4774761.23600006	758736768.000000
4157065.71700287	671334.74240112	4774761.38299942	758916736.000000
4157065.55999756	671334.92559814	4774761.49300003	759136704.000000
4157065.42900085	671335.11289978	4774761.63299942	759336704.000000
4157065.28700256	671335.31330109	4774761.72800064	759536704.000000
4157065.15299988	671335.49259949	4774761.84600067	759716672.000000
4157065.04100037	671335.69039917	4774761.94200134	759916736.000000
4157064.91500092	671335.84880066	4774762.01499939	760136704.000000
4157064.78700256	671336.03649902	4774762.07300186	760336704.000000
4157064.66899872	671336.18880081	4774762.15299988	760536704.000000
4157064.54199982	671336.35440063	4774762.22700119	760736768.000000
4157064.44799805	671336.52529907	4774762.33700180	760936704.000000
4157064.33699799	671336.67860031	4774762.42499924	761136704.000000
4157064.23899841	671336.85630035	4774762.49900055	761336704.000000
4157064.13600159	671336.98849869	4774762.60900116	761536768.000000
4157064.04900360	671337.14580154	4774762.67499924	761736768.000000
4157063.95399857	671337.27939987	4774762.77899933	761916736.000000
4157063.87300110	671337.44490051	4774762.85200119	762136704.000000
4157063.77700043	671337.60060120	4774762.94100189	762336704.000000
4157063.72399902	671337.77819824	4774763.01499939	762536704.000000
4157063.64400101	671337.94400024	4774763.07400131	762736768.000000
4157063.56000137	671338.10160065	4774763.12500000	762916672.000000
4157063.50400162	671338.28620148	4774763.14699936	763136704.000000
4157063.45500183	671338.42699814	4774763.18399811	763336704.000000
4157063.41799927	671338.57749939	4774763.22100067	763536704.000000
4157063.35900116	671338.76160049	4774763.27199936	763716672.000000
4157063.25299835	671338.96030045	4774763.32300186	763936704.000000
4157063.18999863	671339.15859985	4774763.38999939	764136704.000000
4157063.10400009	671339.33810043	4774763.42599869	764336704.000000
4157063.06399918	671339.49560165	4774763.47800064	764536704.000000
4157062.98699951	671339.66920090	4774763.50699997	764716672.000000
4157062.90000153	671339.84130096	4774763.55899811	764936704.000000
