//X	Y	Z	Scalar field
4157086.48699951	671311.71269989	4774747.99300003	578736768.000000
4157086.51799774	671311.88899994	4774747.94100189	578936640.000000
4157086.54199982	671312.05659962	4774747.89699936	579136640.000000
4157086.56400299	671312.22389984	4774747.86800003	579336704.000000
4157086.57800293	671312.38249969	4774747.79399872	579536704.000000
4157086.60700226	671312.54360008	4774747.77299881	579736768.000000
4157086.61599731	671312.67150021	4774747.72100067	579936640.000000
4157086.67600250	671312.84500027	4774747.68500137	580136768.000000
4157086.69899750	671313.01259995	4774747.64099884	580336704.000000
4157086.74900055	671313.19919968	4774747.61199951	580536704.000000
4157086.80200195	671313.40139961	4774747.59099960	580736768.000000
4157086.82700348	671313.58409977	4774747.51699829	580936640.000000
4157086.89299774	671313.80319977	4774747.49599838	581136704.000000
4157086.92700195	671314.00969982	4774747.43799973	581336768.000000
4157086.95700073	671314.19320011	4774747.38600159	581536704.000000
4157087.00499725	671314.38710022	4774747.35800171	581736768.000000
4157087.05100250	671314.55090046	4774747.32099915	581936640.000000
4157087.11599731	671314.71030045	4774747.32300186	582136704.000000
4157087.19699860	671314.86480045	4774747.32400131	582336704.000000
4157087.23300171	671315.04179955	4774747.29499817	582536704.000000
4157087.29199982	671315.22249985	4774747.25899887	582736768.000000
4157087.29900360	671315.38000011	4774747.17800140	582936704.000000
4157087.33000183	671315.56369972	4774747.11100006	583136704.000000
4157087.35600281	671315.75409985	4774746.95600128	583336640.000000
4157087.38500214	671315.93729973	4774746.85300064	583536704.000000
4157087.40599823	671316.14179993	4774746.77899933	583736768.000000
4157087.40699768	671316.32799911	4774746.71200180	583936704.000000
4157087.46700287	671316.53879929	4774746.68399811	584136704.000000
4157087.49299622	671316.75880051	4774746.61800003	584336704.000000
4157087.50199890	671316.94639969	4774746.54399872	584536704.000000
4157087.51399994	671317.14200020	4774746.49200058	584736768.000000
4157087.53800201	671317.32439995	4774746.43399811	584936768.000000
4157087.55200195	671317.49790001	4774746.39699936	585136640.000000
4157087.55699921	671317.64760017	4774746.34500122	585336704.000000
4157087.57800293	671317.80739975	4774746.33100128	585536704.000000
4157087.57700348	671317.95610046	4774746.27199936	585736768.000000
4157087.60700226	671318.12470055	4774746.23500061	585936704.000000
4157087.62300110	671318.28380013	4774746.19900131	586136640.000000
4157087.63899994	671318.45000076	4774746.16199875	586336640.000000
4157087.65000153	671318.60079956	4774746.11800003	586536704.000000
4157087.66699982	671318.75979996	4774746.08100128	586736768.000000
4157087.71600342	671318.90909958	4774746.04499817	586936640.000000
4157087.73300171	671319.05330086	4774746.02299881	587136640.000000
4157087.80100250	671319.22809982	4774745.97999954	587336704.000000
4157087.83100128	671319.39679909	4774745.94300079	587536704.000000
4157087.89499664	671319.55599976	4774745.89199829	587736768.000000
4157087.90200043	671319.71349907	4774745.81100082	587936704.000000
4157087.94499969	671319.89159966	4774745.72299957	588136640.000000
4157088.01399994	671320.09630013	4774745.63499832	588336704.000000
4157088.07800293	671320.28529930	4774745.53900146	588536704.000000
4157088.15399933	671320.48380089	4774745.45899963	588736768.000000
4157088.23999786	671320.65399933	4774745.40100098	588936640.000000
4157088.27100372	671320.80789948	4774745.31200027	589136704.000000
4157088.34700012	671320.98380089	4774745.20999908	589336640.000000
4157088.38899994	671321.16189957	4774745.12099838	589536704.000000
4157088.43199921	671321.32530022	4774745.04800034	589736768.000000
4157088.49500275	671321.49169922	4774744.99700165	589936704.000000
4157088.52400208	671321.65270042	4774744.92300034	590116736.000000
4157088.54199982	671321.81200027	4774744.87200165	590336640.000000
4157088.58100128	671321.95969963	4774744.79100037	590536704.000000
4157088.59600067	671322.11860085	4774744.70199966	590736768.000000
4157088.63300323	671322.28079987	4774744.62099838	590936704.000000
4157088.69699860	671322.46240044	4774744.54000092	591136640.000000
4157088.77600098	671322.65379906	4774744.44499969	591336704.000000
4157088.83000183	671322.84860039	4774744.37200165	591536768.000000
4157088.90200043	671323.06879997	4774744.29100037	591736768.000000
4157088.95200348	671323.26289940	4774744.24800110	591936640.000000
4157089.00499725	671323.43530083	4774744.20399857	592136704.000000
4157089.07199860	671323.61739922	4774744.16099930	592336640.000000
4157089.13899994	671323.76959991	4774744.09500122	592536704.000000
4157089.18699646	671323.93370056	4774744.04399872	592736768.000000
4157089.26599884	671324.09530067	4774743.99300003	592936704.000000
4157089.30400085	671324.25029945	4774743.91199875	593136704.000000
4157089.35600281	671324.45229912	4774743.83900070	593336704.000000
4157089.43199921	671324.65069962	4774743.75899887	593536704.000000
4157089.45700073	671324.85569954	4774743.65499878	593736768.000000
4157089.50900269	671325.05769920	4774743.58200073	593936640.000000
4157089.54599762	671325.22750092	4774743.48600006	594136640.000000
4157089.60900116	671325.41629982	4774743.40599823	594336704.000000
4157089.65200043	671325.59440041	4774743.31700134	594536704.000000
4157089.70200348	671325.76630020	4774743.23600006	594736768.000000
4157089.77999878	671325.93519974	4774743.18600082	594936640.000000
4157089.86399841	671326.11260033	4774743.12799835	595136704.000000
4157089.92600250	671326.26409912	4774743.04000092	595336640.000000
4157089.98100281	671326.42180061	4774742.94400024	595536704.000000
4157090.04000092	671326.60260010	4774742.84099960	595736768.000000
4157090.12799835	671326.78809929	4774742.73799896	595936704.000000
4157090.20500183	671327.00889969	4774742.62799835	596136640.000000
4157090.29100037	671327.20899963	4774742.52600098	596336704.000000
4157090.37799835	671327.39419937	4774742.43799973	596536704.000000
4157090.48699951	671327.59049988	4774742.34299850	596736768.000000
4157090.57299805	671327.78300095	4774742.25500107	596936704.000000
4157090.65499878	671327.95269966	4774742.15999985	597136704.000000
4157090.74900055	671328.14649963	4774742.06499863	597336704.000000
4157090.82099915	671328.34420013	4774741.96200180	597536704.000000
4157090.88400269	671328.51079941	4774741.84400177	597736768.000000
4157091.00199890	671328.72330093	4774741.77899933	597936704.000000
4157091.10600281	671328.92620087	4774741.71400070	598136704.000000
4157091.20999908	671329.12919998	4774741.64899826	598336704.000000
4157091.30200195	671329.32270050	4774741.56900024	598536704.000000
4157091.38899994	671329.50799942	4774741.48099899	598736768.000000
4157091.49700165	671329.71899986	4774741.43799973	598936704.000000
4157091.57399750	671329.88780022	4774741.38700104	599136704.000000
4157091.64399719	671330.08519936	4774741.29999924	599336704.000000
4157091.71700287	671330.28310013	4774741.24900055	599536704.000000
4157091.76999664	671330.47030067	4774741.18999863	599736768.000000
4157091.86100006	671330.64870071	4774741.13999939	599936704.000000
4157091.94000244	671330.81789970	4774741.07400131	600136704.000000
4157092.04000092	671331.01280022	4774740.98699951	600336704.000000
4157092.13899994	671331.18510056	4774740.94400024	600536704.000000
4157092.22000122	671331.35449982	4774740.86299896	600736768.000000
4157092.29199982	671331.52239990	4774740.73799896	600936704.000000
4157092.42199707	671331.67740059	4774740.70999908	601136704.000000
4157092.49400330	671331.86030006	4774740.62300110	601336704.000000
4157092.58000183	671331.97830009	4774740.57199860	601536704.000000
4157092.69599915	671332.12369919	4774740.54399872	601736768.000000
4157092.78900146	671332.26530075	4774740.52299881	601936640.000000
4157092.86699677	671332.38959885	4774740.46500015	602136704.000000
4157092.95700073	671332.57540131	4774740.41400146	602336704.000000
4157093.05799866	671332.76290131	4774740.39400101	602536704.000000
4157093.17900085	671332.96099854	4774740.32899857	602736768.000000
4157093.29000092	671333.15769958	4774740.27099991	602936704.000000
4157093.40299988	671333.34719849	4774740.21300125	603136704.000000
4157093.52799988	671333.54600143	4774740.17100143	603336704.000000
4157093.66500092	671333.73939896	4774740.15800095	603536768.000000
4157093.78500366	671333.93740082	4774740.09299850	603736768.000000
4157093.90299988	671334.13520050	4774740.04299927	603936704.000000
4157094.02400208	671334.31850052	4774739.99300003	604136640.000000
4157094.11699677	671334.50479889	4774739.91299820	604336640.000000
4157094.23500061	671334.69499969	4774739.87699890	604536704.000000
4157094.30899811	671334.87060165	4774739.78900146	604736768.000000
4157094.40599823	671335.06499863	4774739.73099899	604936704.000000
4157094.51799774	671335.24689865	4774739.68899918	605136640.000000
4157094.60700226	671335.43989944	4774739.63800049	605336640.000000
4157094.71700287	671335.62160110	4774739.61000061	605536704.000000
4157094.80500031	671335.79949951	4774739.58900070	605736768.000000
4157094.90200043	671335.99380112	4774739.53200150	605936768.000000
4157094.98300171	671336.17070007	4774739.50299835	606136704.000000
4157095.06900024	671336.36320114	4774739.41500092	606336704.000000
4157095.16400146	671336.56480026	4774739.35800171	606536704.000000
4157095.24800110	671336.77930069	4774739.32199860	606736768.000000
4157095.33300018	671336.96429825	4774739.24900055	606936704.000000
4157095.40200043	671337.14659882	4774739.19100189	607136704.000000
4157095.48400116	671337.33850098	4774739.13299942	607336704.000000
4157095.56800079	671337.52330017	4774739.00799942	607536704.000000
4157095.64600372	671337.70729828	4774738.92699814	607736768.000000
4157095.70500183	671337.88800049	4774738.89099884	607936640.000000
4157095.77799988	671338.05599976	4774738.81800079	608136704.000000
4157095.85700226	671338.24000168	4774738.73799896	608336704.000000
4157095.94400024	671338.43280029	4774738.63499832	608536704.000000
4157096.03500366	671338.63359833	4774738.55500031	608736768.000000
4157096.12000275	671338.81859970	4774738.48199844	608936704.000000
4157096.22000122	671339.00590134	4774738.40900040	609136704.000000
4157096.30899811	671339.20650101	4774738.34400177	609336704.000000
4157096.39199829	671339.40599823	4774738.27099991	609536704.000000
4157096.45899963	671339.61029816	4774738.19800186	609736768.000000
4157096.52500153	671339.82199860	4774738.12500000	609936704.000000
4157096.58999634	671340.02600098	4774738.06700134	610136768.000000
4157096.64499664	671340.24330139	4774738.01599884	610336704.000000
4157096.70999908	671340.44739914	4774737.95800018	610536704.000000
4157096.75900269	671340.64149857	4774737.91400146	610736768.000000
4157096.78700256	671340.82469940	4774737.87799835	610936704.000000
4157096.80400085	671341.00609970	4774737.81100082	611136704.000000
4157096.83000183	671341.15909958	4774737.83399963	611336768.000000
4157096.84100342	671341.33219910	4774737.75999832	611536704.000000
4157096.85500336	671341.51309967	4774737.65700150	611736768.000000
4157096.87599945	671341.68769836	4774737.56100082	611936704.000000
4157096.89099884	671341.86890030	4774737.44200134	612136640.000000
4157096.93800354	671342.06259918	4774737.36100006	612336704.000000
4157096.98300171	671342.27080154	4774737.28099823	612536704.000000
4157097.03399658	671342.47999954	4774737.20700073	612736768.000000
4157097.08399963	671342.68170166	4774737.14899826	612936704.000000
4157097.15200043	671342.90110016	4774737.11299896	613136704.000000
4157097.20999908	671343.12630081	4774737.08499908	613336704.000000
4157097.25499725	671343.33470154	4774737.05599976	613536768.000000
4157097.30000305	671343.55039978	4774737.02700043	613736768.000000
4157097.35900116	671343.76079941	4774737.01300049	613936640.000000
4157097.38999939	671343.95209885	4774736.99900055	614136704.000000
4157097.40599823	671344.14810181	4774736.98500061	614336768.000000
4157097.43199921	671344.33100128	4774736.96300125	614536704.000000
4157097.45300293	671344.51309967	4774736.98600006	614736768.000000
4157097.44899750	671344.69120026	4774736.96400070	614936768.000000
4157097.44000244	671344.85350037	4774736.95000076	615136704.000000
4157097.43000031	671345.02310181	4774736.93500137	615336704.000000
4157097.40899658	671345.20579910	4774736.92800140	615536704.000000
4157097.37500000	671345.38639832	4774736.90499878	615736768.000000
4157097.32199860	671345.57889938	4774736.89799881	615936704.000000
4157097.27899933	671345.75809860	4774736.88299942	616136704.000000
4157097.22399902	671345.95759964	4774736.88999939	616336640.000000
4157097.17400360	671346.15060043	4774736.85200119	616536704.000000
4157097.12000275	671346.32799911	4774736.87400055	616736768.000000
4157097.06800079	671346.52799988	4774736.85200119	616936640.000000
4157097.04799652	671346.71089935	4774736.89699936	617136704.000000
4157097.04100037	671346.88100052	4774736.91899872	617336768.000000
4157096.97899628	671347.01990128	4774736.99300003	617536704.000000
4157096.90399933	671347.14920044	4774737.06700134	617736768.000000
4157096.78700256	671347.29410172	4774737.14699936	617916672.000000
4157096.68099976	671347.43330002	4774737.27299881	618136704.000000
4157096.55599976	671347.55459976	4774737.38999939	618336704.000000
4157096.41500092	671347.70299911	4774737.54499817	618536768.000000
4157096.27200317	671347.82889938	4774737.67699814	618736832.000000
4157096.14900208	671347.94290161	4774737.79499817	618936704.000000
4157096.01100159	671348.06209946	4774737.89699936	619136704.000000
4157095.86900330	671348.12860107	4774738.03699875	619336704.000000
4157095.72699738	671348.20240021	4774738.17699814	619536768.000000
4157095.55999756	671348.27220154	4774738.27099991	619736768.000000
4157095.43199921	671348.35589981	4774738.39599991	619936704.000000
4157095.26300049	671348.44020081	4774738.49100113	620136704.000000
4157095.12300110	671348.52180099	4774738.60100174	620336704.000000
4157094.95700073	671348.57680130	4774738.70999908	620536704.000000
4157094.80400085	671348.61169815	4774738.79800034	620736768.000000
4157094.68099976	671348.65140152	4774738.88600159	620936704.000000
4157094.54199982	671348.68109894	4774738.98799896	621136704.000000
4157094.38800049	671348.70090103	4774739.10499954	621336768.000000
4157094.23500061	671348.74330139	4774739.24399948	621536704.000000
4157094.06999969	671348.74639893	4774739.41299820	621736768.000000
4157093.87699890	671348.75979996	4774739.55199814	621936768.000000
4157093.71600342	671348.77849960	4774739.72900009	622136704.000000
4157093.55999756	671348.79800034	4774739.86100006	622336704.000000
4157093.41000366	671348.82580185	4774740.00000000	622536768.000000
4157093.26999664	671348.87030029	4774740.15399933	622736832.000000
4157093.11199951	671348.93410110	4774740.30899811	622936704.000000
4157092.95999908	671348.98389816	4774740.50000000	623116736.000000
4157092.79799652	671349.01739883	4774740.66199875	623336704.000000
4157092.64299774	671349.05189896	4774740.83100128	623536704.000000
4157092.46600342	671349.10520172	4774741.02999878	623736768.000000
4157092.27300262	671349.17819977	4774741.21300125	623936704.000000
4157092.09400177	671349.24610138	4774741.41199875	624136704.000000
4157091.92500305	671349.31560135	4774741.58800125	624316672.000000
4157091.77200317	671349.38769913	4774741.75000000	624536704.000000
4157091.64099884	671349.47079849	4774741.90499878	624736768.000000
4157091.47699738	671349.53359985	4774742.05199814	624936768.000000
4157091.32599640	671349.60599899	4774742.19800186	625136704.000000
4157091.19999695	671349.66759872	4774742.33800125	625336704.000000
4157091.08100128	671349.74509811	4774742.47100067	625536768.000000
4157090.98000336	671349.81069946	4774742.58900070	625736768.000000
4157090.82900238	671349.87570190	4774742.68299866	625936704.000000
4157090.70500183	671349.92259979	4774742.77099991	626136768.000000
4157090.58999634	671349.94120026	4774742.88100052	626336704.000000
4157090.48300171	671349.99100113	4774743.00699997	626536704.000000
4157090.34700012	671350.03599930	4774743.13100052	626736768.000000
4157090.19400024	671350.07839966	4774743.27099991	626936704.000000
4157090.06500244	671350.12440109	4774743.40299988	627136704.000000
4157089.93599701	671350.18560028	4774743.50600052	627336704.000000
4157089.80599976	671350.27619934	4774743.64500046	627536704.000000
4157089.65499878	671350.36339951	4774743.77700043	627716736.000000
4157089.51599884	671350.42300034	4774743.90200043	627936640.000000
4157089.36799622	671350.48839951	4774744.03400040	628136704.000000
4157089.20899963	671350.58179855	4774744.15900040	628336704.000000
4157089.01200104	671350.66910172	4774744.29000092	628536768.000000
4157088.84600067	671350.75400162	4774744.42200089	628736768.000000
4157088.68499756	671350.81729889	4774744.53900146	628936704.000000
4157088.53399658	671350.86750031	4774744.64899826	629136768.000000
4157088.38099670	671350.93939972	4774744.75899887	629336704.000000
4157088.22399902	671351.01829910	4774744.88299942	629536704.000000
4157088.09500122	671351.07939911	4774744.98600006	629716736.000000
4157087.94599915	671351.13710022	4774745.08100128	629916736.000000
4157087.82800293	671351.20009995	4774745.21300125	630116672.000000
4157087.71600342	671351.25640106	4774745.31600189	630316672.000000
4157087.59200287	671351.31829834	4774745.44100189	630516736.000000
4157087.45899963	671351.38610077	4774745.57300186	630716736.000000
4157087.30799866	671351.48839951	4774745.67599869	630916672.000000
4157087.14299774	671351.61059952	4774745.74800110	631116672.000000
4157087.01399994	671351.73109818	4774745.84400177	631316736.000000
4157086.86399841	671351.83349991	4774745.87900162	631516736.000000
4157086.72100067	671351.92210007	4774745.93700027	631716736.000000
4157086.58000183	671352.00350189	4774745.99499893	631916736.000000
4157086.42900085	671352.06850052	4774746.09000015	632116672.000000
4157086.24700165	671352.12839890	4774746.19900131	632316672.000000
4157086.10099792	671352.20159912	4774746.30099869	632516800.000000
4157085.94499969	671352.24349976	4774746.40399933	632716672.000000
4157085.76999664	671352.30450058	4774746.52000046	632916672.000000
4157085.59100342	671352.37239838	4774746.65200043	633116672.000000
4157085.43900299	671352.42229843	4774746.77700043	633316672.000000
4157085.26999664	671352.48429871	4774746.90100098	633516800.000000
4157085.11699677	671352.52659988	4774747.04100037	633716672.000000
4157084.96199799	671352.56119919	4774747.14300156	633916672.000000
4157084.79000092	671352.61520004	4774747.24499893	634116672.000000
4157084.63999939	671352.65810013	4774747.35499954	634316736.000000
4157084.49800110	671352.70959854	4774747.45700073	634516736.000000
4157084.35600281	671352.76110077	4774747.55899811	634716672.000000
4157084.19899750	671352.77289963	4774747.65399933	634916736.000000
4157084.03099823	671352.79790115	4774747.75600052	635116672.000000
4157083.87400055	671352.82469940	4774747.88800049	635316672.000000
4157083.72499847	671352.85279846	4774748.01200104	635516800.000000
4157083.57700348	671352.88840103	4774748.12200165	635716672.000000
4157083.40100098	671352.91210175	4774748.23199844	635916672.000000
4157083.19699860	671352.94620132	4774748.36299896	636116672.000000
4157083.02300262	671352.98509979	4774748.49499893	636316672.000000
4157082.81999969	671353.01929855	4774748.62599945	636516736.000000
4157082.62300110	671353.05440140	4774748.76499939	636716672.000000
4157082.42199707	671353.11140060	4774748.90399933	636916672.000000
4157082.23000336	671353.16220093	4774749.04999924	637116736.000000
4157082.02899933	671353.21160126	4774749.20399857	637316672.000000
4157081.82700348	671353.24599838	4774749.31999969	637516736.000000
4157081.64299774	671353.29079819	4774749.45899963	637716672.000000
4157081.45899963	671353.34289932	4774749.59799957	637916736.000000
4157081.26000214	671353.40019989	4774749.72200012	638116672.000000
4157081.04499817	671353.45470047	4774749.86100006	638316672.000000
4157080.85099792	671353.52030182	4774749.99200058	638516800.000000
4157080.63999939	671353.59040070	4774750.13899994	638716672.000000
4157080.46099854	671353.65079880	4774750.28499985	638916672.000000
4157080.27100372	671353.72439957	4774750.43899918	639116800.000000
4157080.06999969	671353.78860092	4774750.57799911	639316672.000000
4157079.88700104	671353.84099960	4774750.70199966	639516800.000000
4157079.69200134	671353.91379929	4774750.83399963	639716672.000000
4157079.51200104	671353.98139954	4774750.97999954	639916672.000000
4157079.32800293	671354.04100037	4774751.10400009	640116672.000000
4157079.17099762	671354.11240005	4774751.24399948	640316672.000000
4157078.99299622	671354.17309952	4774751.37500000	640516800.000000
4157078.83000183	671354.23609924	4774751.50699997	640716672.000000
4157078.65599823	671354.28979874	4774751.62400055	640916672.000000
4157078.47399902	671354.33489990	4774751.74800110	641116672.000000
4157078.28700256	671354.39400101	4774751.90200043	641316672.000000
4157078.09700012	671354.44530106	4774752.01900101	641516800.000000
4157077.90799713	671354.48910141	4774752.15000153	641716672.000000
4157077.75199890	671354.53839874	4774752.30500031	641916672.000000
4157077.57399750	671354.59159851	4774752.45100021	642116736.000000
4157077.40899658	671354.64680099	4774752.61299896	642316672.000000
4157077.23100281	671354.70750046	4774752.74499893	642516800.000000
4157077.05200195	671354.76789856	4774752.89099884	642716736.000000
4157076.88300323	671354.82989883	4774753.01599884	642916672.000000
4157076.70500183	671354.88309860	4774753.09500122	643116672.000000
4157076.55400085	671354.94049835	4774753.20500183	643316800.000000
4157076.39600372	671354.96709824	4774753.28499985	643516800.000000
4157076.23999786	671355.00899887	4774753.38700104	643716736.000000
4157076.08799744	671355.03659821	4774753.47399902	643916672.000000
4157075.96600342	671355.06140137	4774753.57699966	644116672.000000
4157075.84200287	671355.09360123	4774753.67900085	644316736.000000
4157075.71499634	671355.13270187	4774753.79700089	644516736.000000
4157075.57900238	671355.17770004	4774753.92200089	644716672.000000
4157075.44200134	671355.22249985	4774753.99399948	644916736.000000
4157075.32399750	671355.25550079	4774753.98600006	645116672.000000
4157075.22000122	671355.28340149	4774753.99200058	645316736.000000
4157075.10900116	671355.31029892	4774753.99000168	645516800.000000
4157075.00700378	671355.33840179	4774753.98199844	645716736.000000
4157074.89399719	671355.37229919	4774753.99499893	645916672.000000
4157074.74800110	671355.42309952	4774754.00799942	646116672.000000
4157074.62200165	671355.46979904	4774754.04399872	646316736.000000
4157074.47299957	671355.51279831	4774754.08700180	646516800.000000
4157074.32299805	671355.56299973	4774754.13000107	646716672.000000
4157074.18900299	671355.63059998	4774754.20999908	646916800.000000
4157074.05599976	671355.69100189	4774754.29000092	647116672.000000
4157073.89099884	671355.76110077	4774754.36999893	647316672.000000
4157073.75299835	671355.82820129	4774754.47999954	647516800.000000
4157073.60099792	671355.90039825	4774754.57500076	647716672.000000
4157073.44999695	671355.96540070	4774754.66899872	647916672.000000
4157073.30599976	671356.03889847	4774754.75699997	648116736.000000
4157073.16300201	671356.10520172	4774754.84500122	648316672.000000
4157073.01999664	671356.17150116	4774754.93199921	648516800.000000
4157072.88600159	671356.23910141	4774755.01200104	648716672.000000
4157072.75000000	671356.30649948	4774755.10699844	648916672.000000
4157072.62400055	671356.37540054	4774755.18000031	649116672.000000
4157072.48500061	671356.45729828	4774755.27500153	649316736.000000
4157072.33100128	671356.54399872	4774755.36999893	649516800.000000
4157072.18099976	671356.63150024	4774755.48699951	649716672.000000
4157071.99900055	671356.72119904	4774755.61899948	649916736.000000
4157071.80799866	671356.82440186	4774755.74300003	650116736.000000
4157071.62899780	671356.90710068	4774755.86000061	650316672.000000
4157071.49099731	671356.99649811	4774755.93999863	650516736.000000
4157071.34799957	671357.07030106	4774756.01300049	650716672.000000
4157071.21800232	671357.15349960	4774756.10100174	650916672.000000
4157071.07099915	671357.21900177	4774756.16600037	651116736.000000
4157070.90899658	671357.28219986	4774756.23099899	651316800.000000
4157070.76599884	671357.34840012	4774756.31900024	651516736.000000
4157070.60500336	671357.40430069	4774756.38399887	651716672.000000
4157070.45999908	671357.47029877	4774756.48600006	651916672.000000
4157070.32599640	671357.53799820	4774756.56600189	652116672.000000
4157070.18599701	671357.59730148	4774756.63899994	652316672.000000
4157070.04900360	671357.67190170	4774756.73400116	652516736.000000
4157069.91400146	671357.73949814	4774756.81399918	652716672.000000
4157069.75000000	671357.79479980	4774756.90900040	652916736.000000
4157069.56800079	671357.85469818	4774757.01800156	653116736.000000
4157069.39399719	671357.91600037	4774757.11999893	653316672.000000
4157069.22000122	671357.95489883	4774757.25199890	653516736.000000
4157069.03800201	671358.00000000	4774757.37599945	653716672.000000
4157068.87200165	671358.05500031	4774757.48600006	653916672.000000
4157068.68599701	671358.08459854	4774757.60200119	654116800.000000
4157068.51399994	671358.12379837	4774757.71900177	654316672.000000
4157068.34200287	671358.16299820	4774757.83599854	654516672.000000
4157068.17700195	671358.19599915	4774757.95999908	654716672.000000
4157068.01699829	671358.24449921	4774758.09199905	654916672.000000
4157067.84300232	671358.29100037	4774758.20899963	655116736.000000
4157067.65100098	671358.34920120	4774758.34099960	655316672.000000
4157067.47399902	671358.41749954	4774758.45800018	655516672.000000
4157067.27700043	671358.46739960	4774758.58200073	655716672.000000
4157067.11599731	671358.53079987	4774758.69900131	655916672.000000
4157066.93399811	671358.57590103	4774758.82300186	656116672.000000
4157066.76399994	671358.63040161	4774758.96200180	656316672.000000
4157066.56700134	671358.68040085	4774759.08599854	656516736.000000
4157066.38099670	671358.73970032	4774759.22499847	656716672.000000
4157066.18099976	671358.80419922	4774759.34899902	656916672.000000
4157065.99400330	671358.87080002	4774759.48799896	657116736.000000
4157065.81600189	671358.93870163	4774759.61999893	657316672.000000
4157065.63500214	671359.02870178	4774759.73699951	657516672.000000
4157065.44999695	671359.09560013	4774759.86100006	657716736.000000
4157065.27999878	671359.17240143	4774759.97000122	657916672.000000
4157065.09799957	671359.23229980	4774760.08000183	658116672.000000
4157064.91500092	671359.29949951	4774760.18899918	658316736.000000
4157064.72899628	671359.36629868	4774760.31299973	658516736.000000
4157064.52100372	671359.42950058	4774760.44499969	658716672.000000
4157064.31900024	671359.50849915	4774760.56900024	658916672.000000
4157064.11199951	671359.56439972	4774760.70000076	659116672.000000
4157063.92499924	671359.64580154	4774760.82400131	659316672.000000
4157063.71799850	671359.70920181	4774760.94100189	659516736.000000
4157063.52600098	671359.77510071	4774761.05699921	659716672.000000
4157063.33499908	671359.84090042	4774761.17399979	659916672.000000
4157063.13399887	671359.89789963	4774761.31299973	660116736.000000
4157062.92599869	671359.96099854	4774761.44400024	660316672.000000
4157062.71900177	671360.01689911	4774761.57500076	660516800.000000
4157062.52600098	671360.08250046	4774761.70700073	660716736.000000
4157062.29199982	671360.14889908	4774761.86000061	660916672.000000
4157062.10100174	671360.23720169	4774761.99900055	661116736.000000
4157061.91099930	671360.32559967	4774762.13800049	661316736.000000
4157061.71900177	671360.41370010	4774762.29199982	661516736.000000
4157061.50699997	671360.49860001	4774762.42399979	661716672.000000
4157061.29100037	671360.59780121	4774762.56999969	661916736.000000
4157061.06700134	671360.69559860	4774762.72299957	662116672.000000
4157060.84999847	671360.79449844	4774762.88399887	662316736.000000
4157060.64099884	671360.87990189	4774763.05300140	662516672.000000
4157060.41699982	671360.97769928	4774763.20600128	662716672.000000
4157060.20000076	671361.06930161	4774763.36700058	662916672.000000
4157059.98699951	671361.15399933	4774763.51300049	663116672.000000
4157059.78699875	671361.24819946	4774763.65999985	663316672.000000
4157059.59799957	671361.32939911	4774763.79899979	663516736.000000
4157059.37900162	671361.40570068	4774763.93700027	663716672.000000
4157059.17599869	671361.49200058	4774764.06099701	663916672.000000
4157058.96099854	671361.55410004	4774764.18499756	664116672.000000
4157058.74200058	671361.59310150	4774764.31600189	664316736.000000
4157058.55099869	671361.62929916	4774764.46299744	664516672.000000
4157058.35900116	671361.64300156	4774764.58699799	664716672.000000
4157058.15399933	671361.62480164	4774764.73999786	664916736.000000
4157057.98799896	671361.56819916	4774764.93099976	665116672.000000
4157057.78799820	671361.52090073	4774765.08499908	665316672.000000
4157057.57799911	671361.42739868	4774765.25299835	665516800.000000
4157057.40299988	671361.33219910	4774765.44400024	665716672.000000
4157057.17599869	671361.19879913	4774765.61900330	665916672.000000
4157056.97900009	671361.06280136	4774765.79499817	666116672.000000
4157056.79399872	671360.89879990	4774765.97799683	666316672.000000
4157056.58800125	671360.73899841	4774766.13899994	666516800.000000
4157056.42300034	671360.56349945	4774766.29199982	666716672.000000
4157056.22600174	671360.36800003	4774766.42299652	666916672.000000
4157056.04800034	671360.15299988	4774766.55500031	667116736.000000
4157055.87599945	671359.93920135	4774766.69300079	667316672.000000
4157055.70899963	671359.74840164	4774766.82399750	667516736.000000
4157055.54299927	671359.55030060	4774766.95600128	667716672.000000
4157055.36299896	671359.33509827	4774767.10199738	667916736.000000
4157055.20000076	671359.11529922	4774767.23300171	668116672.000000
4157055.05099869	671358.90520096	4774767.36499786	668316672.000000
4157054.90700150	671358.71060181	4774767.50399780	668516800.000000
4157054.75999832	671358.50070190	4774767.62000275	668716672.000000
4157054.64599991	671358.32590103	4774767.73000336	668916736.000000
4157054.49800110	671358.13090134	4774767.83200073	669116800.000000
4157054.37099838	671357.95399857	4774767.92700195	669316672.000000
4157054.26300049	671357.75049973	4774768.02100372	669516736.000000
4157054.15299988	671357.56150055	4774768.11599731	669716672.000000
4157054.05899811	671357.38990021	4774768.24900055	669916672.000000
4157053.96500015	671357.20349884	4774768.39600372	670116672.000000
4157053.88199997	671357.05609894	4774768.52799988	670316672.000000
4157053.84400177	671356.90850067	4774768.66100311	670516736.000000
4157053.77099991	671356.76269913	4774768.77200317	670716736.000000
4157053.72900009	671356.58480072	4774768.91200256	670916672.000000
4157053.66099930	671356.39509964	4774769.03700256	671116736.000000
4157053.57500076	671356.25469971	4774769.11799622	671316736.000000
4157053.51900101	671356.11909866	4774769.19799805	671516800.000000
4157053.45999908	671355.99039841	4774769.29399872	671716672.000000
